id,desc,memo,ship_skin_id,draw_able_name,parameter,mode,start_value,range,parts_data,ignore_react,react_condition,ignore_action,range_abs,drag_direct,react_pos_x,react_pos_y,offset_circle,offset_x,offset_y,smooth,revert_smooth,revert,save_parameter,revert_action_index,revert_idle_index,gyro,gyro_x,gyro_y,gyro_z,limit_time,listener_data,action_trigger,action_trigger_active,shop_action,relation_parameter
960014114,,zhenzhuhao_2,9600141,TouchDrag2,,1,0,"{-1,1}",,1,,1,0,0,,,,50,50,100,100,100,,,,0,0,0,0,,,"{type = 4 ,action = 'touch_idle9',time = 0.01,num = {0.1,-0.8}}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 9}",0,"{list={{name='pzys10',type=101},{name='pzys11',type=102}}}"
960014115,,zhenzhuhao_2,9600141,TouchDrag3,,1,0,"{-1,1}",,1,,1,0,0,,,,50,50,100,100,100,,,,0,0,0,0,,,"{type = 4 ,action = 'touch_idle10',time = 0.01,num = {0.8,-0.5}}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 10}",0,"{list={{name='pzys14',type=101},{name='pzys15',type=102}}}"
960014116,,zhenzhuhao_2,9600141,TouchIdle16,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle16'}","{enable = {},ignore = {'touch_idle14'},idle = 0}",,
960014117,,zhenzhuhao_2,9600141,,pzys16,2,0,"{0,1}",,1,,1,1,0,,,,0,0,300,200,-1,,,,0,0,0,0,1,"{type=2,change={{2,{'TouchIdle9'},0},{2,{'TouchIdle11'},1}}}",{type=7},{},,
960014118,,zhenzhuhao_2,9600141,,pzys17,2,0,"{0,1}",,1,,1,1,0,,,,0,0,300,200,-1,,,,0,0,0,0,1,"{type=2,change={{2,{'TouchIdle9'},0},{2,{'TouchIdle11'},1}}}",{type=7},{},,
960014119,,zhenzhuhao_2,9600141,,pzys18,2,0,"{0,1}",,1,,1,1,0,,,,0,0,300,200,-1,,,,0,0,0,0,1,"{type=2,change={{2,{'TouchIdle9'},0},{2,{'TouchIdle11'},1}}}",{type=7},{},,
960014120,,zhenzhuhao_2,9600141,TouchIdle11,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle11'}","{enable = {},ignore = {'touch_idle14'},idle = 0}",,
960014121,,zhenzhuhao_2,9600141,TouchDrag4,bsyf,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2,target = 1,circle = true}",,,
960014122,,zhenzhuhao_2,9600141,TouchIdle9,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2,target = 1,circle = true}",,,
960014123,,zhenzhuhao_2,9600141,TouchIdle8,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle17'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 14}",,
960014124,,zhenzhuhao_2,9600141,TouchIdle10,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle18'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 15}",,
960014125,,zhenzhuhao_2,9600141,TouchIdle17,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle19'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 16}",,
960014126,,zhenzhuhao_2,9600141,TouchIdle18,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle20'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 17}",,
960014127,,zhenzhuhao_2,9600141,TouchIdle19,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle21'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 18}",,
960014128,,zhenzhuhao_2,9600141,TouchIdle22,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle24'}","{enable = {},ignore = {},idle = 0}",,
960014129,,zhenzhuhao_2,9600141,TouchIdle20,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle22'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 19}",,
960014130,,zhenzhuhao_2,9600141,TouchIdle21,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle23'}","{enable = {},ignore = {},idle = 0}",,
960014131,,zhenzhuhao_2,9600141,TouchIdle23,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle25'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 20}",,
960014132,,zhenzhuhao_2,9600141,TouchIdle24,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle26'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 14}",,
960014133,,zhenzhuhao_2,9600141,TouchDrag5,yt11,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,1,1,0,0,0,0,1,,"{type = 2,target = 1,circle = true}",,,
960014134,,zhenzhuhao_2,9600141,TouchDrag6,yt10,1,0,"{0,1}",,1,,1,1,1,,,,0,-100,300,100,1800,,,,0,0,0,0,1,,"{type=1,action='touch_drag2',time=0.1,num=1}",,,
960014135,XY组合拖拽,zhenzhuhao_2,9600141,TouchDrag8,,2,0,"{-30,30}",,1,,1,0,0,,,,60,18,100,50,100,,1,1,0,0,0,0,,,,,0,"{list={{name='txtzx3',type=101},{name='txtzx4',type=102}}}"
960014136,,zhenzhuhao_2,9600141,TouchDrag7,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag1'}",,,
960014137,,zhenzhuhao_2,9600141,TouchDrag9,empty,1,0,"{0,1}",,1,,0,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.2,,"{type = 2 ,action = 'touch_drag3',focus = 1,down=1}",,,
10517401,,xinzexi_5,105174,TouchIdle1,touchIdle1,1,0,"{0,1}",,1,{idle_on={0}},1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle1'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 1}",,
10517402,,xinzexi_5,105174,TouchDrag1,touch_drag1,1,0,"{0,3}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 6,action_list={{action=''},{action=''},{action=''},{action=''},{action=''},{action=''}}}",,0,"{list={{name='touch_drag1',type=103,mode=1,relation_value={0,1,2,3,2,1},range = {0,3},range_abs = 0 ,drag_direct = 0}}} "
10517403,,xinzexi_5,105174,TouchDrag2,touch_drag2,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,1,1,0,0,0,0,1,,"{type = 2,target = 1,circle = true}",,,
10517404,,xinzexi_5,105174,TouchDrag20,touch_drag20,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,"{type=3,change={{2,{1},0}}}","{type = 2,target = 1,circle = true}",,,
10517405,,xinzexi_5,105174,TouchIdle2,touchIdle2,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 2,idle_focus = 1}",,
10517406,,xinzexi_5,105174,TouchDrag3,touch_drag3,1,0,"{0,2}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 6,action_list={{action=''},{action=''},{action=''}}}",,0,"{list={{name='touch_drag3',type=103,mode=1,relation_value={0,1,2},range = {0,2},range_abs = 0 ,drag_direct = 0}}} "
10517407,,xinzexi_5,105174,TouchIdle3,touchIdle3,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle3'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 3}",,
10517408,,xinzexi_5,105174,TouchIdle4,touchIdle4,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle4'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 4}",,
10517409,,xinzexi_5,105174,TouchIdle5,touchIdle5,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle5'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 5}",,
10517410,,xinzexi_5,105174,TouchIdle6,touchIdle6,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle6'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 1}",,
10517411,,xinzexi_5,105174,TouchIdle7,touchIdle7,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle7'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 1}",,
10517412,,xinzexi_5,105174,TouchIdle8,touchIdle8,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle8'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 1}",,
10517413,,xinzexi_5,105174,TouchIdle9,touchIdle9,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle9'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 6}",,
10517414,,xinzexi_5,105174,TouchIdle10,touchIdle10,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle10'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 7}",,
10517415,,xinzexi_5,105174,TouchIdle11,touchIdle11,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle11'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 8}",,
10517416,,xinzexi_5,105174,TouchIdle12,touchIdle12,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle12'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 1}",,
10517417,,xinzexi_5,105174,TouchIdle13,touchIdle13,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle13'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 1}",,
10517418,,xinzexi_5,105174,TouchIdle14,touchIdle14,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle14'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 1}",,
10517419,,xinzexi_5,105174,TouchDrag4,touch_drag4,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag4'}",,,
10517420,,xinzexi_5,105174,TouchDrag5,touch_drag5,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag5'}",,,
10517421,,xinzexi_5,105174,TouchIdle15,touchIdle15,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle15'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 9}",,
10517422,,xinzexi_5,105174,TouchDrag8,touch_drag8,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag8'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 10}",,
10517423,,xinzexi_5,105174,TouchDrag9,touch_drag9,1,0,"{0,1}",,1,,1,1,0,,,,0,-75,100,100,-1,,,,0,0,0,0,1,,"{type = 1 ,action = 'idle',target = 0,time=0.1,num=1}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 11,idle_focus = 1}",,
10517424,,xinzexi_5,105174,TouchDrag10,touch_drag10,1,0,"{0,1}",,1,,1,1,0,,,,0,-75,100,100,-1,,,,0,0,0,0,1,,"{type = 1 ,action = 'idle',target = 0,time=0.1,num=1}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 12,idle_focus = 1}",,
10517425,,xinzexi_5,105174,TouchDrag18,touch_drag18,1,0,"{0,1}",,1,,1,1,0,,,,0,-75,100,100,-1,,,,0,0,0,0,1,,"{type = 1 ,action = 'idle',target = 0,time=0.1,num=1}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 11,idle_focus = 1}",,
10517426,,xinzexi_5,105174,TouchDrag11,touch_drag11,1,0,"{0,1}",,1,,1,1,0,,,,0,-75,100,100,-1,,,,0,0,0,0,1,,"{type = 1 ,action = 'touch_drag11',time=0.1,num=1}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 14}",,
10517427,,xinzexi_5,105174,TouchDrag12,touch_drag12,1,0,"{0,1}",,1,,1,1,0,,,,0,100,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag9'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 13}",,
10517428,,xinzexi_5,105174,TouchDrag13,touch_drag13,1,0,"{0,1}",,1,,1,1,0,,,,0,-75,100,100,-1,,,,0,0,0,0,1,,"{type = 1 ,action = 'idle',target = 0,time=0.1,num=1}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 14,idle_focus = 1}",,
10517429,,xinzexi_5,105174,TouchDrag14,touch_drag14,1,0,"{0,1}",,1,,1,1,0,,,,0,-75,100,100,-1,,,,0,0,0,0,1,,"{type = 1 ,action = 'idle',target = 0,time=0.1,num=1}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 15,idle_focus = 1}",,
10517430,,xinzexi_5,105174,TouchDrag19,touch_drag19,1,0,"{0,1}",,1,,1,1,0,,,,0,-75,100,100,-1,,,,0,0,0,0,1,,"{type = 1 ,action = 'idle',target = 0,time=0.1,num=1}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 14,idle_focus = 1}",,
10517431,,xinzexi_5,105174,TouchDrag15,touch_drag15,1,0,"{0,1}",,1,,1,1,0,,,,0,-75,100,100,-1,,,,0,0,0,0,1,,"{type = 1 ,action = 'touch_drag12',time=0.1,num=1}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 11}",,
10517432,,xinzexi_5,105174,TouchIdle16,touchIdle16,1,0,"{0,1}",,1,,1,1,0,,,,0,-75,100,100,-1,,,,0,0,0,0,1,,"{type = 1 ,action = 'touch_idle16',time=0.1,num=1}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 16}",,
10517433,,xinzexi_5,105174,TouchDrag16,touch_drag16,1,0,"{0,1}",,1,,1,1,0,,,,0,-75,100,100,-1,,,,0,0,0,0,1,,"{type = 1 ,action = 'touch_idle17',time=0.1,num=1}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 16}",,
10517434,,xinzexi_5,105174,TouchIdle17,touchIdle17,1,0,"{0,1}",,1,,1,1,0,,,,0,-75,100,100,-1,,,,0,0,0,0,1,,"{type = 1 ,action = 'idle',target = 0,time=0.1,num=1}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 17,idle_focus = 1}",,
10517435,,xinzexi_5,105174,TouchDrag17,touch_drag17,1,0,"{0,1}",,1,,1,1,0,,,,0,-75,100,100,-1,,,,0,0,0,0,1,,"{type = 1 ,action = 'idle',target = 0,time=0.1,num=1}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 16,idle_focus = 1}",,
10517436,,xinzexi_5,105174,TouchIdle18,touchIdle18,1,0,"{0,1}",,1,,1,1,0,,,,0,-75,100,100,-1,,,,0,0,0,0,1,,"{type = 1 ,action = 'idle',target = 0,time=0.1,num=1}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 18,idle_focus = 1}",,
10517437,,xinzexi_5,105174,TouchIdle19,touchIdle19,1,0,"{0,1}",,1,,1,1,0,,,,0,-75,100,100,-1,,,,0,0,0,0,1,,"{type = 1 ,action = 'idle',target = 0,time=0.1,num=1}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 19,idle_focus = 1}",,
10517438,,xinzexi_5,105174,TouchIdle20,touchIdle20,1,0,"{0,1}",,1,,1,1,0,,,,0,-75,100,100,-1,,,,0,0,0,0,1,,"{type = 1 ,action = 'touch_idle20',time=0.1,num=1}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 1}",,
10517439,,xinzexi_5,105174,TouchIdle21,touchIdle21,1,0,"{0,1}",,1,,1,1,0,,,,0,100,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle21'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 21}",,
10517440,,xinzexi_5,105174,TouchDrag6,touch_drag6,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag6'}",,,
10517441,,xinzexi_5,105174,TouchDrag7,touch_drag7,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag7'}",,,
10517442,,xinzexi_5,105174,TouchIdle22,touchIdle22,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle22'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 22}",,
10517443,,xinzexi_5,105174,TouchIdle23,touchIdle23,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle23'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 23}",,
10517444,,xinzexi_5,105174,TouchIdle24,touchIdle24,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 24,idle_focus = 1}",,
10517445,,xinzexi_5,105174,TouchIdle25,touchIdle25,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 25,idle_focus = 1}",,
10517446,,xinzexi_5,105174,TouchIdle26,touchIdle26,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle26'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 1}",,
10517447,,xinzexi_5,105174,TouchIdle27,touchIdle27,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle27'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 1}",,
10517448,,xinzexi_5,105174,TouchIdle28,touchIdle28,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle28'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 1}",,
10517449,,xinzexi_5,105174,TouchIdle29,touchIdle29,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle29'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 1}",,
10517450,,xinzexi_5,105174,TouchIdle30,touchIdle30,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle30'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 1}",,
10517451,,xinzexi_5,105174,TouchIdle31,touchIdle31,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle31'}","{enable = {},ignore = {},idle = 0}",,
10517452,,xinzexi_5,105174,TouchIdle32,touchIdle32,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0,time=0.1,num=1}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 1,idle_focus = 1}",,
